Opportunity_ID,Last_Modified_Date_opp_days,Quote_Expiry_Date_opp_days,Planned_Delivery_End-Start,Planned_Delivery_Start_Date_acc_days,Planned_Delivery_Start_Date_opp_days
5140,240,17.0,28.0,20,20
5141,240,17.0,3.0,1390,13
5142,240,79.0,63.0,146,132
5143,240,109.0,60.0,49,49
5144,240,17.0,3.0,132,13
5145,240,17.0,4.0,1404,27
5146,240,52.0,44.0,245,141
5147,359,52.0,151.0,488,384
5148,240,86.0,88.0,422,233
5149,240,86.0,88.0,391,202
5150,470,17.0,24.0,217,55
5151,240,52.0,11.0,812,118
5152,286,52.0,0.0,232,232
5154,239,52.0,24.0,214,54
5155,239,16.0,0.0,1172,170
5156,239,29.0,17.0,619,152
5157,239,27.0,0.0,428,51
5158,239,27.0,0.0,461,84
5159,239,2.0,0.0,348,47
5160,239,16.0,4.0,1225,12
5161,239,16.0,0.0,221,34
5162,239,16.0,15.0,1,1
5163,239,8.0,0.0,806,20
5164,239,8.0,0.0,812,26
5165,239,8.0,0.0,809,23
5166,239,2.0,0.0,802,16
5167,239,16.0,0.0,1390,30
5168,239,16.0,0.0,1493,133
5169,239,2.0,10.0,6,6
5170,239,52.0,4.0,1423,5
5171,239,118.0,1.0,628,161
5172,239,52.0,25.0,1437,19
5173,239,30.0,9.0,747,280
5174,239,30.0,25.0,486,19
5175,239,30.0,0.0,525,58
5176,239,30.0,25.0,486,19
5177,239,30.0,25.0,577,110
5178,469,9.0,28.0,182,19
5179,405,52.0,25.0,1260,446
5180,238,15.0,4.0,132,11
5181,238,25.0,0.0,69,39
5182,359,230.0,7.0,251,251
5183,238,52.0,18.0,173,172
5184,238,29.0,4.0,18,18
5185,238,30.0,0.0,497,29
5186,238,-1.0,0.0,1419,0
5187,238,29.0,0.0,1420,1
5188,238,29.0,0.0,1434,15
5189,238,107.0,3.0,307,47
5190,238,107.0,4.0,278,18
5191,238,107.0,4.0,278,18
5192,238,107.0,4.0,307,47
5193,238,107.0,3.0,307,47
5194,238,46.0,4.0,195,39
5197,238,77.0,5.0,1458,39
5198,238,1.0,0.0,807,20
5200,238,5.0,0.0,1483,64
5201,237,29.0,11.0,472,3
5202,358,229.0,19.0,258,258
5203,237,45.0,36.0,24,24
5204,237,106.0,46.0,60,60
5205,237,198.0,149.0,230,230
5209,467,25.0,10.0,231,66
5210,467,70.0,11.0,245,80
5211,237,52.0,0.0,1431,11
5212,237,45.0,39.0,1117,113
5213,237,108.0,39.0,1608,213
5214,237,108.0,4.0,1650,255
5215,237,108.0,11.0,1657,262
5216,237,7.0,0.0,392,14
5217,237,7.0,0.0,819,10
5218,19,28.0,39.0,486,87
5219,19,28.0,46.0,542,143
5220,96,28.0,0.0,640,241
5221,96,28.0,0.0,689,290
5222,237,14.0,5.0,2,9
5223,236,166.0,91.0,106,106
5224,236,167.0,89.0,198,198
5225,236,9.0,0.0,857,69
5226,236,18.0,0.0,818,30
5227,236,52.0,11.0,479,9
5228,236,52.0,4.0,307,37
5229,235,43.0,42.0,1238,1
5230,234,42.0,0.0,1457,92
5231,234,0.0,0.0,795,4
5232,234,16.0,61.0,471,12
5233,282,52.0,59.0,153,43
5234,365,52.0,87.0,671,561
5235,234,103.0,4.0,49,7
5236,234,4.0,18.0,1307,63
5237,234,11.0,9.0,796,2
5238,234,4.0,11.0,1232,14
5239,234,42.0,4.0,1486,63
5240,234,11.0,16.0,12,12
5241,234,30.0,4.0,549,77
5243,233,31.0,0.0,497,24
5244,233,102.0,7.0,334,41
5245,233,102.0,7.0,334,41
5246,233,7.0,0.0,741,7
5247,233,7.0,0.0,769,35
5248,233,40.0,0.0,743,9
5249,233,41.0,11.0,852,118
5250,233,52.0,0.0,1099,185
5251,233,41.0,0.0,1366,0
5252,233,52.0,0.0,1057,143
5253,233,10.0,4.0,1430,6
5254,233,25.0,61.0,11,11
5255,233,10.0,4.0,1430,6
5256,233,3.0,0.0,319,6
5257,233,31.0,0.0,497,24
5258,266,52.0,57.0,239,254
5259,233,10.0,11.0,1451,27
5260,233,52.0,0.0,429,48
5261,233,10.0,0.0,436,55
5262,232,9.0,9.0,1425,0
5263,232,194.0,508.0,229,229
5264,232,52.0,0.0,497,23
5265,232,8.0,4.0,1502,103
5266,232,52.0,0.0,503,29
5267,303,52.0,88.0,410,285
5268,232,40.0,0.0,115,16
5269,232,37.0,25.0,1437,12
5270,232,40.0,19.0,1229,124
5271,232,39.0,3.0,1493,68
5272,231,39.0,0.0,1430,4
5273,231,39.0,0.0,1430,4
5274,231,39.0,0.0,1572,146
5275,231,39.0,0.0,1572,146
5276,231,4.0,0.0,847,54
5277,231,29.0,4.0,25,25
5278,231,0.0,0.0,553,4
5279,231,0.0,0.0,581,32
5280,231,52.0,28.0,11,11
5281,231,39.0,58.0,587,193
5282,231,131.0,60.0,81,40
5283,231,8.0,8.0,430,0
5284,231,8.0,8.0,430,0
5285,231,99.0,0.0,1026,43
5286,231,99.0,0.0,1026,43
5287,231,99.0,0.0,1073,90
5288,231,39.0,30.0,40,40
5289,357,343.0,4.0,1459,361
5290,231,4.0,0.0,1431,5
5291,231,0.0,2.0,21,6
5292,231,8.0,18.0,1430,4
5293,231,8.0,4.0,1430,4
5294,231,39.0,31.0,23,23
5295,230,17.0,0.0,789,52
5296,230,5.0,0.0,811,17
5297,230,52.0,25.0,87,73
5298,230,5.0,0.0,811,17
5299,230,28.0,0.0,1497,70
5300,230,28.0,0.0,1458,31
5301,230,28.0,0.0,1467,40
5302,230,28.0,0.0,1497,70
5303,230,28.0,0.0,1497,70
5304,230,28.0,0.0,1466,39
5305,230,28.0,0.0,1497,70
5306,230,28.0,0.0,1497,70
5307,230,52.0,10.0,242,4
5308,230,28.0,0.0,1451,24
5309,230,28.0,0.0,1466,39
5310,230,52.0,4.0,24,24
5311,230,99.0,30.0,519,8
5312,230,0.0,0.0,6,6
5313,230,8.0,11.0,423,24
5314,230,52.0,3.0,4,4
5315,230,281.0,61.0,297,296
5316,230,27.0,0.0,159,87
5317,230,52.0,30.0,1466,39
5318,230,52.0,29.0,1497,70
5319,229,68.0,0.0,100,100
5320,229,52.0,0.0,1081,86
5321,229,4.0,0.0,819,24
5322,227,2.0,0.0,800,2
5323,227,4.0,0.0,1507,135
5324,227,52.0,46.0,234,231
5325,227,32.0,30.0,36,36
5326,227,52.0,46.0,607,84
5327,457,21.0,0.0,303,38
5328,295,4.0,47.0,19,19
5329,227,52.0,11.0,1291,7
5330,226,95.0,14.0,20,20
5331,226,30.0,11.0,79,48
5332,226,34.0,0.0,1457,84
5333,226,10.0,0.0,841,21
5334,226,10.0,0.0,543,62
5335,226,10.0,0.0,551,70
5336,226,10.0,0.0,557,76
5337,226,10.0,0.0,571,90
5338,226,10.0,0.0,593,112
5339,226,3.0,3.0,435,0
5340,226,1.0,0.0,485,4
5341,226,3.0,0.0,30,15
5342,226,46.0,31.0,49,49
5343,245,52.0,0.0,1228,307
5344,336,52.0,9.0,31,278
5345,226,126.0,0.0,1430,57
5346,226,3.0,0.0,1478,105
5347,226,3.0,0.0,1464,91
5348,226,3.0,0.0,1474,101
5349,226,34.0,0.0,1132,63
5350,226,34.0,0.0,1132,63
5351,226,34.0,0.0,1132,63
5352,226,246.0,0.0,1327,258
5353,226,126.0,0.0,1187,118
5354,225,30.0,4.0,130,96
5355,225,30.0,0.0,33,33
5356,225,35.0,9.0,40,14
5357,225,29.0,3.0,34,34
5358,225,33.0,0.0,916,75
5359,225,52.0,46.0,214,17
5360,252,306.0,0.0,1356,286
5361,225,2.0,0.0,589,34
5362,225,2.0,0.0,609,54
5363,225,2.0,4.0,1444,12
5364,225,94.0,4.0,357,5
5365,225,52.0,0.0,391,2
5366,225,7.0,4.0,1357,19
5367,224,32.0,0.0,762,32
5368,224,6.0,0.0,1451,18
5369,272,93.0,6.0,361,4
5370,345,52.0,7.0,561,6
5371,449,1.0,0.0,864,63
5372,224,1.0,0.0,899,98
5373,224,15.0,0.0,861,39
5374,224,1.0,0.0,855,54
5375,224,1.0,0.0,830,29
5376,224,1.0,0.0,897,96
5377,224,56.0,0.0,877,76
5378,224,1.0,0.0,826,25
5379,224,56.0,0.0,876,75
5380,224,56.0,0.0,899,98
5381,224,57.0,1.0,140,62
5382,224,15.0,3.0,48,33
5383,224,15.0,4.0,1493,60
5384,224,15.0,59.0,668,95
5385,224,8.0,0.0,96,53
5386,223,52.0,0.0,55,19
5387,223,14.0,0.0,1440,6
5388,223,92.0,25.0,3,3
5389,223,0.0,0.0,809,7
5390,223,0.0,0.0,899,97
5391,223,0.0,0.0,827,25
5392,223,11.0,0.0,877,75
5393,223,0.0,0.0,827,25
5394,223,0.0,0.0,827,25
5395,223,0.0,0.0,827,25
5396,223,24.0,31.0,1400,17
5397,223,48.0,0.0,966,164
5398,223,3.0,0.0,829,27
5399,223,3.0,0.0,884,82
5400,433,31.0,31.0,334,31
5401,223,31.0,0.0,1390,14
5402,312,3.0,0.0,1121,319
5403,277,3.0,0.0,1092,290
5404,223,3.0,0.0,925,123
5405,223,3.0,0.0,925,123
5406,306,3.0,0.0,1229,427
5407,223,31.0,0.0,1403,27
5408,223,3.0,0.0,925,123
5409,223,3.0,0.0,925,123
5410,223,62.0,13.0,1043,18
5411,223,31.0,31.0,1464,31
5412,277,3.0,0.0,925,123
5413,277,3.0,0.0,925,123
5414,223,3.0,0.0,968,166
5415,223,52.0,10.0,1465,32
5416,398,390.0,9.0,437,437
5417,223,52.0,0.0,49,49
5418,223,52.0,0.0,40,40
5419,223,52.0,0.0,40,40
5420,223,122.0,22.0,515,101
5421,223,-273.0,25.0,306,3
5422,223,7.0,0.0,780,35
5423,223,7.0,0.0,764,19
5424,223,108.0,11.0,648,108
5425,223,7.0,0.0,790,45
5426,223,14.0,4.0,187,122
5427,223,92.0,7.0,481,43
5428,223,14.0,30.0,1466,32
5429,223,31.0,8.0,12,12
5430,223,14.0,7.0,1458,24
5431,223,52.0,4.0,1444,10
5432,223,21.0,4.0,585,24
5433,223,14.0,0.0,1537,103
5434,220,28.0,0.0,1383,4
5435,220,28.0,0.0,1383,4
5436,220,28.0,0.0,1391,12
5444,220,89.0,12.0,389,77
5445,220,4.0,11.0,375,14
5446,219,27.0,0.0,1386,6
5447,219,27.0,0.0,1387,7
5448,219,27.0,0.0,1446,66
5449,219,88.0,10.0,307,28
5450,219,88.0,10.0,307,28
5451,219,7.0,11.0,160,41
5452,219,27.0,0.0,1493,113
5453,219,52.0,25.0,1097,90
5454,219,27.0,0.0,1507,127
5455,219,27.0,0.0,1387,7
5457,219,10.0,24.0,1466,28
5458,219,52.0,28.0,1497,59
5459,218,52.0,4.0,1451,12
5460,218,52.0,90.0,1385,270
5461,218,25.0,31.0,103,102
5462,218,26.0,31.0,1397,26
5463,218,26.0,30.0,409,27
5464,218,26.0,31.0,26,26
5465,218,8.0,0.0,1445,6
5466,218,26.0,0.0,479,68
5467,218,2.0,3.0,1288,54
5468,218,52.0,4.0,5,5
5469,217,22.0,14.0,1451,11
5470,217,52.0,30.0,1527,87
5471,217,4.0,4.0,1392,46
5472,217,25.0,0.0,1521,139
5473,217,25.0,0.0,1521,139
5474,217,53.0,46.0,158,158
5475,217,31.0,30.0,692,87
5476,217,4.0,22.0,1365,11
5477,217,0.0,4.0,1500,60
5478,446,0.0,18.0,315,17
5479,216,24.0,46.0,172,8
5481,216,24.0,16.0,69,18
5482,216,7.0,0.0,209,32
5483,216,21.0,0.0,466,67
5484,216,85.0,21.0,285,3
5485,216,52.0,0.0,780,45
5486,285,175.0,18.0,1092,339
5487,216,52.0,11.0,59,59
5488,364,364.0,28.0,1862,421
5489,216,21.0,4.0,364,17
5490,216,21.0,30.0,1466,25
5491,216,7.0,0.0,446,47
5492,216,52.0,30.0,1527,86
5493,216,7.0,0.0,57,14
5494,216,7.0,0.0,89,46
5495,216,52.0,6.0,132,89
5496,216,5.0,0.0,1462,21
5497,215,23.0,0.0,251,101
5498,215,20.0,30.0,1466,24
5499,215,52.0,30.0,1466,24
5500,215,54.0,0.0,1500,58
5501,215,54.0,0.0,1528,86
5502,215,54.0,0.0,1558,116
5503,215,54.0,0.0,1591,149
5504,215,54.0,0.0,1500,58
5505,215,54.0,0.0,1528,86
5506,215,54.0,0.0,1558,116
5507,215,54.0,0.0,1591,149
5508,215,54.0,0.0,1507,65
5509,215,54.0,0.0,1500,58
5510,215,54.0,0.0,1507,65
5511,215,54.0,0.0,1504,62
5512,215,54.0,0.0,1514,72
5513,215,54.0,0.0,1570,128
5514,215,54.0,0.0,1536,94
5515,215,54.0,0.0,1563,121
5516,215,54.0,0.0,1500,58
5517,215,54.0,0.0,1500,58
5518,215,54.0,0.0,1521,79
5519,215,54.0,0.0,1535,93
5520,215,54.0,0.0,1576,134
5521,215,54.0,0.0,1569,127
5522,215,54.0,0.0,1506,64
5523,215,54.0,4.0,1521,79
5524,215,54.0,0.0,1553,111
5525,215,54.0,0.0,1560,118
5526,215,54.0,0.0,1574,132
5527,215,54.0,0.0,1555,113
5528,215,54.0,0.0,1527,85
5529,215,54.0,0.0,1527,85
5530,215,54.0,0.0,1525,83
5531,215,54.0,0.0,1546,104
5532,215,54.0,0.0,1527,85
5533,215,54.0,0.0,1528,86
5534,215,54.0,0.0,1558,116
5535,215,54.0,0.0,1528,86
5536,215,54.0,0.0,1558,116
5537,213,82.0,45.0,320,7
5538,213,52.0,0.0,798,60
5539,213,113.0,0.0,1446,60
5540,213,113.0,0.0,1478,92
5541,213,113.0,0.0,1544,158
5542,213,113.0,0.0,1478,92
5543,213,21.0,0.0,1478,92
5544,213,174.0,0.0,1551,165
5545,213,21.0,0.0,1509,123
5546,213,0.0,0.0,1445,16
5548,213,1.0,0.0,581,14
5549,410,113.0,29.0,868,53
5550,213,31.0,30.0,83,83
5551,213,14.0,31.0,281,21
5552,213,21.0,29.0,638,114
5553,213,52.0,3.0,68,49
5554,212,51.0,30.0,1281,21
5555,212,81.0,60.0,1281,21
5556,212,0.0,0.0,461,57
5557,212,20.0,0.0,1408,21
5558,212,81.0,75.0,535,6
5559,256,173.0,55.0,330,330
5560,211,34.0,6.0,96,81
5561,211,80.0,14.0,292,5
5562,211,80.0,14.0,292,5
5563,401,7.0,4.0,1451,5
5564,211,52.0,4.0,1458,12
5565,211,19.0,14.0,1588,142
5566,211,19.0,14.0,296,142
5567,210,52.0,0.0,1500,53
5568,331,229.0,33.0,243,243
5569,210,52.0,0.0,501,97
5570,210,6.0,0.0,502,6
5571,210,52.0,30.0,1019,270
5573,210,0.0,0.0,822,7
5574,210,0.0,0.0,611,41
5575,210,8.0,0.0,823,8
5576,210,0.0,0.0,619,49
5580,210,1.0,0.0,822,7
5581,210,1.0,0.0,822,7
5582,210,1.0,0.0,822,7
5583,351,52.0,29.0,1832,386
5584,210,1.0,0.0,822,7
5588,210,64.0,58.0,227,203
5590,210,4.0,4.0,1399,46
5591,210,18.0,4.0,1418,11
5592,210,7.0,0.0,1507,60
5593,210,7.0,0.0,1461,14
5594,210,23.0,4.0,95,95
5595,209,48.0,0.0,1500,52
5596,209,17.0,0.0,45,45
5597,209,78.0,14.0,432,3
5599,209,4.0,0.0,1479,31
5600,398,52.0,0.0,1486,38
5601,207,4.0,31.0,15,15
5603,206,29.0,30.0,76,76
5604,206,11.0,0.0,875,35
5606,327,3.0,4.0,440,77
5607,205,52.0,3.0,1466,14
5608,205,52.0,3.0,1466,14
5609,205,74.0,30.0,14,14
5610,205,52.0,14.0,1489,38
5611,205,52.0,14.0,1489,38
5612,205,74.0,66.0,1041,8
5613,205,74.0,68.0,1039,6
5614,205,74.0,6.0,1101,68
5615,205,74.0,66.0,1041,8
5616,205,74.0,6.0,1101,68
5617,205,74.0,68.0,1039,6
5618,205,74.0,68.0,1039,6
5619,205,74.0,5.0,1102,69
5620,205,74.0,68.0,1039,6
5621,205,74.0,5.0,1102,69
5622,205,44.0,0.0,1528,134
5623,205,13.0,0.0,1407,13
5624,447,52.0,53.0,447,447
5625,447,52.0,24.0,441,441
5626,205,160.0,74.0,480,272
5627,205,28.0,9.0,470,14
5628,205,44.0,11.0,476,20
5629,205,13.0,2.0,665,6
5630,204,43.0,91.0,74,74
5631,204,12.0,0.0,543,61
5632,204,52.0,10.0,101,33
5633,204,12.0,0.0,1526,131
5634,236,196.0,29.0,256,256
5635,204,16.0,11.0,1486,33
5636,204,16.0,25.0,1500,47
5637,204,12.0,4.0,1446,33
5638,204,12.0,4.0,244,54
5639,204,104.0,0.0,944,180
5642,203,-1.0,53.0,1458,4
5643,203,-1.0,11.0,19,4
5644,203,164.0,89.0,165,165
5645,341,52.0,0.0,242,179
5646,203,11.0,0.0,1430,34
5647,203,103.0,0.0,1470,74
5648,203,11.0,0.0,1407,11
5649,203,11.0,0.0,1529,133
5650,203,11.0,0.0,1428,32
5651,203,42.0,36.0,90,90
5652,203,52.0,8.0,1415,55
5654,202,52.0,0.0,196,70
5655,202,6.0,0.0,1546,91
5656,202,6.0,0.0,63,6
5657,202,10.0,0.0,1437,40
5658,202,0.0,0.0,590,12
5659,202,71.0,38.0,6,3
5660,202,52.0,14.0,941,49
5661,220,123.0,0.0,1640,185
5662,202,7.0,11.0,1493,38
5663,202,28.0,39.0,1417,108
5664,202,41.0,0.0,157,66
5665,202,42.0,0.0,557,73
5666,202,41.0,25.0,979,213
5667,201,40.0,30.0,225,132
5668,201,52.0,28.0,1497,41
5670,201,146.0,0.0,1649,193
5671,201,40.0,13.0,871,148
5672,501,146.0,0.0,1983,527
5673,292,146.0,0.0,1151,328
5674,201,146.0,0.0,193,146
5675,201,63.0,4.0,950,51
5676,322,52.0,0.0,413,40
5677,201,52.0,0.0,132,74
5678,322,52.0,0.0,428,55
5679,201,33.0,4.0,1514,58
5680,199,0.0,0.0,259,32
5681,199,7.0,0.0,1411,11
5682,199,3.0,0.0,259,32
5683,386,433.0,14.0,495,495
5684,247,52.0,29.0,106,100
5685,431,38.0,0.0,1458,58
5686,199,38.0,0.0,1435,35
5687,199,191.0,13.0,206,206
5688,199,52.0,60.0,100,100
5689,199,31.0,29.0,572,100
5690,199,127.0,0.0,1633,175
5691,199,0.0,0.0,1511,53
5692,199,25.0,25.0,434,70
5693,198,30.0,17.0,1176,20
5694,198,37.0,0.0,1556,97
5695,198,37.0,0.0,1562,103
5697,198,6.0,0.0,1501,100
5698,198,6.0,0.0,1529,128
5699,198,10.0,25.0,1500,41
5700,198,67.0,15.0,1257,28
5701,198,3.0,4.0,1095,13
5702,198,3.0,25.0,1500,41
5703,197,36.0,1.0,161,161
5704,197,36.0,4.0,145,145
5705,197,36.0,4.0,145,145
5706,197,127.0,36.0,168,168
5707,197,66.0,3.0,32,6
5708,197,30.0,25.0,1500,40
5709,197,1.0,0.0,654,71
5710,197,36.0,0.0,486,131
5711,197,52.0,14.0,1503,44
5712,197,52.0,29.0,1528,68
5713,197,52.0,0.0,296,222
5714,197,9.0,17.0,1479,19
5715,197,36.0,29.0,181,98
5716,197,23.0,18.0,490,124
5717,197,9.0,30.0,1527,67
5718,197,16.0,9.0,28,28
5719,197,97.0,14.0,505,98
5720,197,51.0,15.0,448,41
5721,197,9.0,19.0,1507,47
5722,239,97.0,4.0,669,173
5723,197,52.0,59.0,1466,6
5724,197,52.0,0.0,1517,57
5725,196,52.0,30.0,1527,66
5726,196,52.0,29.0,1558,97
5727,196,52.0,18.0,1619,158
5728,196,35.0,0.0,879,53
5729,196,19.0,7.0,119,119
5730,196,52.0,4.0,1465,4
5731,196,52.0,60.0,54,5
5732,440,96.0,6.0,191,66
5734,196,126.0,58.0,579,158
5735,426,1.0,4.0,357,39
5736,317,146.0,14.0,330,258
5737,195,52.0,0.0,68,68
5738,195,3.0,1.0,68,68
5739,195,13.0,0.0,72,69
5740,195,95.0,0.0,1434,188
5741,195,154.0,0.0,1292,192
5742,195,52.0,30.0,249,126
5743,299,245.0,0.0,1439,339
5744,195,64.0,29.0,320,5
5745,195,64.0,30.0,4,4
5746,195,156.0,0.0,1164,145
5747,195,52.0,11.0,1526,65
5748,195,52.0,20.0,1489,28
5749,195,19.0,60.0,566,216
5750,439,246.0,8.0,394,268
5751,195,64.0,30.0,550,4
5752,440,182.0,30.0,1678,216
5753,195,95.0,0.0,1554,150
5754,192,61.0,60.0,335,1
5755,192,0.0,0.0,842,9
5756,261,92.0,18.0,1270,315
5757,192,52.0,14.0,1530,66
5758,192,52.0,133.0,1302,228
5759,192,52.0,88.0,509,154
5760,192,52.0,28.0,1496,32
5761,192,4.0,4.0,1479,14
5762,192,31.0,11.0,51,20
5763,192,0.0,4.0,1514,49
5764,192,2.0,3.0,868,14
5765,192,3.0,3.0,1472,7
5766,441,52.0,87.0,756,518
5767,304,52.0,0.0,1035,62
5768,191,152.0,5.0,1501,103
5769,191,152.0,5.0,1487,89
5770,191,152.0,5.0,1508,110
5771,191,152.0,4.0,1502,104
5772,191,152.0,5.0,1536,138
5773,191,152.0,4.0,1515,117
5774,191,152.0,4.0,1515,117
5775,191,152.0,4.0,1515,117
5776,191,152.0,4.0,1515,117
5777,191,152.0,4.0,1515,117
5778,191,152.0,5.0,1536,138
5779,191,60.0,30.0,85,0
5780,191,60.0,30.0,396,0
5781,191,59.0,0.0,1460,52
5782,191,59.0,0.0,1460,52
5783,191,121.0,0.0,1435,27
5784,191,121.0,0.0,1470,62
5785,191,59.0,21.0,1497,31
5786,191,133.0,11.0,1428,30
5787,191,52.0,36.0,1521,55
5788,191,30.0,30.0,1527,61
5789,191,3.0,24.0,1472,6
5790,311,52.0,0.0,460,166
5791,190,52.0,18.0,1598,131
5792,190,59.0,29.0,387,0
5793,238,59.0,29.0,391,0
5794,190,33.0,4.0,132,61
5795,190,33.0,4.0,146,75
5796,190,33.0,4.0,195,124
5797,190,33.0,4.0,209,138
5798,190,52.0,4.0,258,187
5799,190,52.0,4.0,258,187
5800,190,23.0,4.0,82,54
5802,190,182.0,6.0,536,135
5803,190,120.0,30.0,430,29
5804,190,5.0,4.0,1392,19
5806,190,59.0,10.0,945,19
5807,270,270.0,14.0,379,300
5808,189,6.0,0.0,1523,55
5809,189,13.0,0.0,918,83
5810,260,52.0,108.0,595,355
5811,189,58.0,4.0,1509,81
5812,189,113.0,18.0,1523,95
5813,189,240.0,44.0,241,241
5814,189,141.0,15.0,1551,123
5815,189,56.0,4.0,1180,32
5817,189,240.0,44.0,241,241
5818,189,4.0,4.0,249,18
5819,189,150.0,30.0,151,151
5820,189,52.0,8.0,1412,123
5821,189,29.0,0.0,1600,132
5822,188,133.0,0.0,320,180
5823,188,28.0,14.0,1189,262
5824,194,52.0,0.0,181,181
5825,188,63.0,0.0,490,138
5826,236,31.0,59.0,369,59
5827,188,149.0,13.0,1410,9
5828,188,5.0,11.0,1293,3
5829,188,52.0,28.0,271,241
5830,188,57.0,58.0,196,150
5831,188,30.0,10.0,86,77
5832,308,52.0,14.0,418,121
5833,187,52.0,0.0,426,163
5834,187,4.0,0.0,273,132
5835,308,25.0,0.0,436,54
5836,233,24.0,304.0,334,21
5837,233,52.0,67.0,369,56
5838,233,51.0,66.0,369,56
5839,233,49.0,66.0,369,56
5840,185,0.0,0.0,651,56
5841,185,11.0,4.0,216,42
5842,185,52.0,30.0,88,55
5843,185,18.0,4.0,1521,49
5844,185,24.0,182.0,652,237
5845,185,53.0,4.0,1521,49
5846,185,3.0,9.0,1304,37
5847,185,52.0,4.0,80,49
5848,217,198.0,11.0,1602,224
5849,185,65.0,11.0,1473,196
5850,185,65.0,4.0,1487,210
5851,184,31.0,15.0,489,177
5852,322,52.0,0.0,319,237
5853,184,145.0,30.0,205,205
5854,184,52.0,25.0,1253,104
5855,183,30.0,0.0,159,159
5856,183,30.0,0.0,159,159
5857,183,30.0,0.0,249,249
5859,183,83.0,0.0,1501,85
5860,183,22.0,21.0,433,16
5861,183,83.0,66.0,396,47
5863,334,356.0,29.0,388,388
5864,183,22.0,5.0,1201,47
5865,183,37.0,12.0,379,30
5866,183,22.0,18.0,627,26
5867,183,63.0,4.0,1501,222
5868,183,63.0,4.0,1515,236
5874,229,82.0,90.0,296,234
5875,182,144.0,89.0,874,144
5876,182,144.0,90.0,964,234
5877,226,144.0,91.0,1055,325
5878,182,69.0,0.0,571,137
5879,182,51.0,7.0,228,81
5880,229,52.0,74.0,1717,242
5881,182,31.0,7.0,126,126
5882,302,142.0,21.0,193,193
5884,181,52.0,18.0,206,108
5885,481,507.0,0.0,1983,507
5886,181,96.0,0.0,1649,173
5888,302,52.0,28.0,209,174
5889,181,49.0,17.0,80,3
5890,181,20.0,10.0,490,10
5891,181,50.0,15.0,454,35
5892,181,20.0,2.0,209,96
5893,181,5.0,11.0,1420,38
5894,181,52.0,0.0,239,126
5896,318,52.0,15.0,181,95
5897,210,52.0,12.0,496,290
5898,178,-45.0,12.0,369,49
5899,178,-45.0,12.0,424,104
5900,297,31.0,19.0,198,198
5901,177,52.0,3.0,433,104
5902,177,137.0,21.0,397,76
5903,177,137.0,5.0,410,89
5904,177,137.0,5.0,410,89
5905,177,137.0,5.0,382,61
5906,177,137.0,5.0,382,61
5907,177,137.0,5.0,410,89
5908,177,137.0,5.0,410,89
5909,177,137.0,21.0,411,90
5910,177,137.0,5.0,382,61
5911,177,137.0,5.0,382,61
5912,177,137.0,5.0,410,89
5913,177,137.0,18.0,411,90
5914,177,137.0,5.0,382,61
5915,177,137.0,5.0,410,89
5916,177,137.0,5.0,410,89
5917,177,137.0,5.0,382,61
5918,177,137.0,5.0,382,61
5919,177,137.0,21.0,418,97
5920,176,52.0,0.0,572,62
5921,176,52.0,0.0,909,61
5922,176,76.0,2.0,15,15
5923,176,52.0,0.0,15,15
5924,176,45.0,14.0,352,16
5925,176,45.0,15.0,366,30
5926,176,45.0,40.0,570,5
5927,176,45.0,6.0,1088,16
5928,176,45.0,30.0,107,107
5929,176,45.0,30.0,1295,107
5930,176,14.0,0.0,149,100
5931,217,195.0,29.0,1709,227
5932,175,105.0,60.0,1678,196
5933,175,30.0,2.0,196,103
5935,203,52.0,42.0,580,263
5936,175,52.0,0.0,168,168
5943,175,136.0,30.0,106,106
5944,175,4.0,0.0,667,62
5945,175,4.0,0.0,613,8
5946,175,15.0,11.0,1514,32
5947,175,4.0,0.0,292,41
5948,175,75.0,0.0,1572,148
5949,175,43.0,30.0,1527,45
5950,296,225.0,54.0,293,293
5951,175,52.0,30.0,1527,45
5952,245,14.0,11.0,851,242
5953,175,43.0,29.0,685,76
5954,175,5.0,0.0,1508,26
5955,295,43.0,0.0,73,73
5956,174,14.0,0.0,104,104
5957,174,52.0,0.0,649,122
5958,295,5.0,0.0,445,45
5960,174,13.0,29.0,15,14
5961,174,52.0,14.0,106,105
5962,174,43.0,5.0,487,23
5963,174,3.0,0.0,879,7
5964,174,4.0,0.0,384,12
5965,174,4.0,0.0,480,39
5966,255,255.0,8.0,1204,262
5967,174,74.0,0.0,1530,105
5969,174,3.0,0.0,543,10
5970,295,43.0,0.0,53,53
5971,306,167.0,62.0,231,158
5972,294,164.0,16.0,226,226
5973,311,52.0,0.0,181,88
5974,172,11.0,30.0,532,11
5975,171,40.0,4.0,334,7
5976,171,40.0,4.0,334,7
5977,171,40.0,4.0,334,7
5978,171,39.0,4.0,474,7
5979,171,8.0,0.0,858,4
5980,171,44.0,79.0,1109,42
5981,171,42.0,79.0,1109,42
5982,171,3.0,30.0,31,31
5983,291,120.0,29.0,1622,161
5984,170,8.0,0.0,1577,90
5985,170,38.0,0.0,1477,41
5986,400,3.0,3.0,328,6
5987,170,24.0,12.0,510,19
5988,169,13.0,4.0,162,72
5989,290,30.0,0.0,162,84
5990,307,52.0,0.0,181,84
5991,290,52.0,29.0,482,190
5992,169,68.0,2.0,437,15
5993,169,69.0,49.0,86,86
5994,169,23.0,30.0,818,190
